,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
698,ZMO1_ZMO0144,b2574,57.034,526,222,3,7,530,10,533,0.0,598.0,530,0.9924528301886792,<=>
701,ZMO1_ZMO0149,b2960,32.444,225,148,4,9,231,16,238,1.27e-32,115.0,231,0.974025974025974,<=>
703,ZMO1_ZMO0152,b1676,37.1,469,286,5,10,472,2,467,7.61e-94,289.0,475,0.9873684210526316,<=>
705,ZMO1_ZMO0153,b1864,50.403,248,119,3,1,246,1,246,2.55e-76,228.0,249,0.9959839357429718,<=>
707,ZMO1_ZMO0154,b1863,46.104,154,76,4,2,152,3,152,6.599999999999999e-30,104.0,167,0.9221556886227545,<=>
708,ZMO1_ZMO0155,b1861,33.649,211,126,4,1,208,1,200,1.7300000000000003e-27,100.0,213,0.9906103286384976,<=>
709,ZMO1_ZMO0157,b3553,33.544,316,188,8,4,302,2,312,1.23e-43,149.0,309,1.022653721682848,<=>
714,ZMO1_ZMO0158,b1860,60.828,314,123,0,17,330,20,333,1.41e-139,396.0,347,0.9048991354466859,<=>
717,ZMO1_ZMO0161,b3006,38.496,226,137,2,8,233,2,225,4.6299999999999994e-42,140.0,236,0.9576271186440678,<=>
720,ZMO1_ZMO0165,b0740,28.385,384,261,8,81,457,54,430,8.18e-40,145.0,458,0.8384279475982532,<=>
745,ZMO1_ZMO2044,b4063,54.167,144,66,0,4,147,7,150,2.85e-50,155.0,147,0.9795918367346939,<=>
749,ZMO1_ZMO0172,b3994,68.309,609,160,8,21,604,30,630,0.0,851.0,604,1.0082781456953642,<=>
750,ZMO1_ZMO0176,b2935,50.377,663,304,12,6,652,5,658,0.0,633.0,663,1.0,<=>
753,ZMO1_ZMO0177,b1779,49.107,336,165,5,1,335,1,331,1.66e-106,311.0,337,0.9970326409495549,<=>
755,ZMO1_ZMO0178,b2926,46.907,388,189,7,11,396,10,382,4.16e-105,312.0,397,0.9773299748110831,<=>
756,ZMO1_ZMO0179,b2097,32.77,296,185,5,19,300,47,342,2.07e-44,151.0,304,0.9736842105263158,<=>
758,ZMO1_ZMO0180,b2515,56.056,355,155,1,9,363,7,360,8.09e-143,407.0,377,0.9416445623342176,<=>
759,ZMO1_ZMO0183,b4391,56.835,556,237,2,4,559,3,555,0.0,648.0,560,0.9928571428571429,<=>
906,ZMO1_ZMO0186,b0526,31.836,512,283,12,10,511,4,459,5.719999999999999e-61,204.0,516,0.9922480620155039,<=>
907,ZMO1_ZMO0188,b1102,27.36,731,427,24,101,780,44,721,1.12e-63,224.0,788,0.9276649746192893,<=>
913,ZMO1_ZMO0189,b2797,53.201,453,202,4,4,452,3,449,1.15e-155,446.0,453,1.0,<=>
917,ZMO1_ZMO0190,b1853,19.788,283,205,9,22,298,12,278,3.26e-07,47.8,305,0.9278688524590164,<=>
926,ZMO1_ZMO0197,b3396,31.039,828,466,20,34,777,3,809,1.69e-115,369.0,859,0.9639115250291036,<=>
932,ZMO1_ZMO0198,b2891,51.705,352,169,1,9,360,11,361,9e-128,369.0,375,0.9386666666666666,<=>
935,ZMO1_ZMO0199,b4043,30.876,217,124,5,2,215,4,197,1.68e-24,93.2,217,1.0,<=>
939,ZMO1_ZMO0201,b3360,56.989,186,79,1,1,186,1,185,2.3099999999999998e-74,219.0,194,0.9587628865979382,<=>
948,ZMO1_ZMO0203,b3292,35.115,131,82,2,6,133,2,132,5.63e-20,77.8,149,0.8791946308724832,<=>
952,ZMO1_ZMO0205,b2304,27.82,266,135,11,1,229,1,246,7.62e-09,52.8,307,0.8664495114006515,<=>
957,ZMO1_ZMO0206,b0242,40.608,362,209,6,37,395,7,365,3.17e-79,245.0,397,0.9118387909319899,<=>
958,ZMO1_ZMO0207,b3183,49.284,349,171,3,1,343,1,349,5.01e-94,282.0,347,1.005763688760807,<=>
966,ZMO1_ZMO0209,b3185,66.667,84,27,1,1,83,1,84,7.73e-36,114.0,89,0.9438202247191011,<=>
967,ZMO1_ZMO0211,b3186,38.614,101,58,2,23,119,1,101,2.99e-19,73.9,124,0.8145161290322581,<=>
968,ZMO1_ZMO0214,b4044,32.071,449,267,5,16,460,24,438,1.3e-47,167.0,484,0.9276859504132231,<=>
969,ZMO1_ZMO0215,b2912,32.584,178,110,4,39,209,1,175,2.79e-19,79.0,216,0.8240740740740741,<=>
977,ZMO1_ZMO0226,b1539,53.469,245,111,3,6,248,4,247,3.55e-94,274.0,249,0.9839357429718876,<=>
992,ZMO1_ZMO0227,b3863,42.962,952,488,15,1,921,1,928,0.0,693.0,921,1.0336590662323561,<=>
994,ZMO1_ZMO0229,b4288,39.432,317,176,9,16,327,5,310,1.29e-35,129.0,341,0.9296187683284457,<=>
1001,ZMO1_ZMO0230,b0151,35.945,217,138,1,25,240,31,247,1.31e-41,140.0,261,0.8314176245210728,<=>
1094,ZMO1_ZMO0234,b0161,33.954,483,247,11,48,504,38,474,2.5800000000000003e-73,238.0,524,0.9217557251908397,<=>
1100,ZMO1_ZMO0239,b3734,57.087,515,202,3,1,504,1,507,0.0,587.0,509,1.0117878192534382,<=>
1104,ZMO1_ZMO0240,b3733,33.445,299,186,6,1,298,1,287,2.2899999999999998e-52,170.0,298,1.0033557046979866,<=>
1105,ZMO1_ZMO0241,b3732,66.809,470,142,3,11,479,4,460,0.0,623.0,484,0.9710743801652892,<=>
1111,ZMO1_ZMO0244,b4000,43.678,87,49,0,1,87,1,87,2.17e-19,72.4,91,0.9560439560439561,<=>
1114,ZMO1_ZMO0246,b3932,62.644,174,64,1,11,183,2,175,1.51e-72,214.0,184,0.9456521739130435,<=>
1115,ZMO1_ZMO0247,b3931,52.715,442,191,6,5,430,4,443,1.2300000000000001e-154,442.0,430,1.027906976744186,<=>
1120,ZMO1_ZMO0249,b3636,63.636,55,20,0,1,55,1,55,2.6e-19,69.7,55,1.0,<=>
1239,ZMO1_ZMO0256,b2133,60.036,563,222,2,14,574,7,568,0.0,697.0,574,0.980836236933798,<=>
1240,ZMO1_ZMO0257,b3025,46.33,218,117,0,1,218,1,218,9.3e-63,192.0,225,0.9688888888888889,<=>
1295,ZMO1_ZMO0260,b2201,35.417,192,113,2,14,194,4,195,5.810000000000001e-26,97.1,221,0.8687782805429864,<=>
1371,ZMO1_ZMO0262,b2200,34.343,198,119,4,23,212,24,218,1.39e-18,77.8,215,0.9209302325581395,<=>
1374,ZMO1_ZMO0273,b2942,53.47,389,169,4,3,389,2,380,5.24e-138,396.0,391,0.9948849104859335,<=>
1375,ZMO1_ZMO0274,b3202,35.07,499,281,11,6,489,5,475,5.71e-91,283.0,499,1.0,<=>
1376,ZMO1_ZMO0275,b3201,56.723,238,102,1,24,260,4,241,1.64e-87,257.0,260,0.9153846153846154,<=>
1486,ZMO1_ZMO0282,b0463,49.337,377,185,3,3,375,5,379,1.86e-117,344.0,389,0.9691516709511568,<=>
1495,ZMO1_ZMO0283,b0462,57.771,1023,425,4,1,1020,1,1019,0.0,1194.0,1047,0.9770773638968482,<=>
1502,ZMO1_ZMO0285,b0572,33.547,468,280,10,32,493,15,457,2.7100000000000002e-70,229.0,512,0.9140625,<=>
1504,ZMO1_ZMO0286,b2922,26.953,256,153,8,13,257,1,233,6.37e-14,66.2,257,0.9961089494163424,<=>
1509,ZMO1_ZMO0290,b4336,29.75,400,242,10,37,414,33,415,4.03e-35,131.0,418,0.9569377990430622,<=>
1510,ZMO1_ZMO0291,b2828,37.374,297,148,8,10,282,3,285,7.1000000000000005e-59,187.0,285,1.0421052631578946,<=>
1512,ZMO1_ZMO0293,b2943,33.258,442,283,6,34,470,20,454,1.55e-64,213.0,480,0.9208333333333333,<=>
1525,ZMO1_ZMO0294,b3637,45.57,79,40,2,1,77,1,78,2.8e-15,62.0,95,0.8315789473684211,<=>
1526,ZMO1_ZMO0296,b2559,40.132,152,86,2,11,160,6,154,5.320000000000001e-31,107.0,160,0.95,<=>
1527,ZMO1_ZMO0297,b4218,26.279,430,307,7,13,436,3,428,1.3299999999999997e-54,185.0,441,0.9750566893424036,<=>
1532,ZMO1_ZMO0299,b4005,51.3,423,196,6,1,416,1,420,1.4e-136,395.0,417,1.014388489208633,<=>
1534,ZMO1_ZMO0303,b0475,42.812,313,175,2,13,322,5,316,4.42e-83,251.0,334,0.937125748502994,<=>
1536,ZMO1_ZMO0309,b3003,56.338,284,124,0,50,333,6,289,2.06e-112,325.0,338,0.8402366863905325,<=>
1554,ZMO1_ZMO0311,b0386,31.716,268,176,3,4,268,5,268,5.59e-39,134.0,271,0.988929889298893,<=>
1557,ZMO1_ZMO0314,b1249,31.211,487,316,9,2,472,3,486,9.4e-74,237.0,472,1.0317796610169492,<=>
1579,ZMO1_ZMO0322,b0025,35.417,288,186,0,16,303,17,304,4.29e-59,189.0,314,0.9171974522292994,<=>
1580,ZMO1_ZMO0323,b0026,41.06,962,497,17,14,940,3,929,0.0,701.0,941,1.022316684378321,<=>
1584,ZMO1_ZMO0324,b0027,30.769,143,94,3,23,163,17,156,1.19e-19,78.2,174,0.8218390804597702,<=>
1590,ZMO1_ZMO0328,b4147,34.637,179,117,0,7,185,8,186,2.2e-33,114.0,187,0.9572192513368984,<=>
1592,ZMO1_ZMO0329,b2533,42.339,248,138,2,6,253,4,246,5.99e-63,196.0,271,0.915129151291513,<=>
1594,ZMO1_ZMO0331,b0926,41.053,190,97,5,7,196,8,182,3.5e-38,127.0,198,0.9595959595959596,<=>
1595,ZMO1_ZMO0332,b3993,28.5,200,123,9,24,216,8,194,1.09e-12,62.0,238,0.8403361344537815,<=>
1597,ZMO1_ZMO0339,b2048,33.933,445,271,9,8,436,5,442,1.87e-67,219.0,459,0.9694989106753813,<=>
1626,ZMO1_ZMO0344,b3244,55.088,452,191,3,36,478,33,481,2.36e-167,478.0,480,0.9416666666666667,<=>
1628,ZMO1_ZMO0345,b0790,27.652,264,149,10,3,235,1,253,7.37e-14,65.9,239,1.104602510460251,<=>
1629,ZMO1_ZMO0346,b0451,50.827,423,200,3,24,445,12,427,1.79e-137,399.0,449,0.9420935412026726,<=>
1632,ZMO1_ZMO0348,b4173,42.716,405,215,7,37,438,27,417,3.4899999999999996e-91,280.0,460,0.8804347826086957,<=>
1637,ZMO1_ZMO0349,b2948,30.939,181,120,1,13,188,7,187,2.52e-33,114.0,188,0.9627659574468085,<=>
1650,ZMO1_ZMO0354,b4170,32.733,611,376,15,1,589,1,598,1.99e-80,263.0,613,0.9967373572593801,<=>
1651,ZMO1_ZMO0355,b3251,59.172,338,131,5,3,337,1,334,8.51e-135,385.0,348,0.9712643678160919,<=>
1658,ZMO1_ZMO0359,b0635,32.02,609,378,14,17,602,17,612,1.28e-96,306.0,643,0.9471228615863142,<=>
1662,ZMO1_ZMO0362,b0779,59.549,665,257,2,32,684,2,666,0.0,803.0,740,0.8986486486486487,<=>
1665,ZMO1_ZMO0363,b0406,56.831,366,155,1,24,389,2,364,7.64e-152,431.0,395,0.9265822784810127,<=>
1666,ZMO1_ZMO0364,b2411,46.275,698,330,10,34,721,7,669,0.0,582.0,731,0.9548563611491108,<=>
1668,ZMO1_ZMO0366,b4031,41.909,482,269,2,1,472,1,481,1.0699999999999999e-134,395.0,473,1.0190274841437632,<=>
1676,ZMO1_ZMO0367,b1852,45.455,484,260,3,2,483,6,487,2.9599999999999998e-152,440.0,485,0.9979381443298969,<=>
1677,ZMO1_ZMO0368,b1851,58.557,596,242,5,10,601,7,601,0.0,701.0,607,0.9818780889621087,<=>
1681,ZMO1_ZMO0369,b2388,34.727,311,192,5,7,314,9,311,4.8e-50,166.0,324,0.9598765432098766,<=>
1682,ZMO1_ZMO0371,b2840,44.348,230,127,1,1,229,1,230,2.95e-71,214.0,229,1.0043668122270741,<=>
1686,ZMO1_ZMO0376,b0439,59.558,769,302,2,5,772,11,771,0.0,937.0,808,0.9517326732673267,<=>
1720,ZMO1_ZMO0402,b3179,42.365,203,115,2,11,211,2,204,6.209999999999999e-48,154.0,221,0.918552036199095,<=>
1723,ZMO1_ZMO0405,b0882,59.005,744,296,4,8,747,6,744,0.0,900.0,773,0.96248382923674,<=>
1729,ZMO1_ZMO0406,b0128,33.333,255,163,5,22,273,6,256,9.35e-38,130.0,273,0.9340659340659341,<=>
1730,ZMO1_ZMO0408,b1748,41.645,389,223,2,6,391,14,401,3.8e-107,318.0,396,0.9823232323232324,<=>
1737,ZMO1_ZMO0409,b4254,35.952,331,179,8,8,310,7,332,7.129999999999999e-60,191.0,313,1.0575079872204474,<=>
1741,ZMO1_ZMO0410,b3401,32.534,292,173,8,11,302,5,272,7.86e-46,154.0,307,0.9511400651465798,<=>
1742,ZMO1_ZMO0411,b3030,42.925,636,338,14,17,647,5,620,9.63e-155,458.0,660,0.9636363636363636,<=>
1745,ZMO1_ZMO0412,b1242,32.487,197,131,1,10,206,16,210,3.88e-26,97.4,208,0.9471153846153846,<=>
1749,ZMO1_ZMO0416,b3463,44.059,202,113,0,4,205,1,202,9.310000000000001e-58,179.0,233,0.8669527896995708,<=>
1852,ZMO1_ZMO0423,b1683,62.68,485,158,3,19,490,21,495,0.0,647.0,490,0.9897959183673469,<=>
1854,ZMO1_ZMO0425,b1682,54.472,246,111,1,4,249,1,245,2.72e-97,282.0,250,0.984,<=>
1934,ZMO1_ZMO0426,b1681,25.967,362,230,9,16,345,41,396,5.1300000000000004e-26,105.0,371,0.9757412398921833,<=>
1936,ZMO1_ZMO0427,b1680,46.056,393,206,2,16,402,9,401,3.09e-132,383.0,407,0.9656019656019657,<=>
1940,ZMO1_ZMO0429,b2528,39.815,108,60,3,8,113,3,107,9.139999999999999e-23,82.4,113,0.9557522123893806,<=>
1943,ZMO1_ZMO0431,b0166,63.899,277,89,5,1,272,1,271,3.66e-111,319.0,276,1.0036231884057971,<=>
1945,ZMO1_ZMO0433,b3648,49.479,192,94,2,11,200,3,193,4.52e-62,189.0,216,0.8888888888888888,<=>
1948,ZMO1_ZMO0439,b1086,28.99,307,206,6,4,305,7,306,2.1200000000000002e-33,123.0,374,0.820855614973262,<=>
1953,ZMO1_ZMO0442,b2690,31.492,181,124,0,24,204,8,188,9.89e-27,98.6,211,0.8578199052132701,<=>
1961,ZMO1_ZMO0443,b2676,24.688,320,196,14,19,314,20,318,8.13e-11,59.3,345,0.927536231884058,<=>
1964,ZMO1_ZMO0453,b2511,42.217,469,249,6,1,453,2,464,9.35e-115,343.0,454,1.0330396475770924,<=>
1977,ZMO1_ZMO0457,b0447,46.667,150,79,1,5,153,2,151,3.68e-50,155.0,164,0.9146341463414634,<=>
1980,ZMO1_ZMO0458,b0495,45.74,223,121,0,9,231,5,227,2.8e-69,209.0,232,0.9612068965517241,<=>
2074,ZMO1_ZMO0459,b1116,31.159,414,255,11,10,416,9,399,6.23e-44,155.0,416,0.9951923076923077,<=>
2078,ZMO1_ZMO0462,b2780,57.463,536,222,4,4,537,5,536,0.0,599.0,544,0.9852941176470589,<=>
2079,ZMO1_ZMO0464,b3175,33.636,110,69,2,2,108,1,109,1.16e-13,59.3,119,0.9243697478991597,<=>
2080,ZMO1_ZMO0465,b3919,38.934,244,144,3,6,244,5,248,1.87e-53,170.0,249,0.9799196787148594,<=>
2081,ZMO1_ZMO0467,b0441,23.674,528,359,21,7,510,6,513,1.7700000000000003e-21,95.5,642,0.822429906542056,<=>
2086,ZMO1_ZMO0471,b0208,35.473,296,184,3,8,300,6,297,2.13e-53,174.0,319,0.9278996865203761,<=>
2116,ZMO1_ZMO0473,b0415,40.141,142,80,2,2,138,13,154,7.300000000000001e-27,95.5,139,1.0215827338129497,<=>
2119,ZMO1_ZMO0475,b1662,34.375,192,116,4,1,189,1,185,7.51e-28,101.0,206,0.9320388349514563,<=>
2120,ZMO1_ZMO0476,b0414,34.341,364,179,10,6,315,2,359,1.63e-55,181.0,323,1.1269349845201238,<=>
2170,ZMO1_ZMO0482,b3925,42.236,322,169,6,13,321,5,322,3.69e-77,237.0,332,0.9698795180722891,<=>
2174,ZMO1_ZMO0485,b1695,30.189,371,239,6,23,386,20,377,5.01e-50,170.0,392,0.9464285714285714,<=>
2178,ZMO1_ZMO0487,b0616,29.181,281,170,8,10,264,18,295,1.5500000000000001e-21,88.6,270,1.0407407407407407,<=>
2179,ZMO1_ZMO0490,b1845,38.643,678,406,7,11,684,3,674,9.94e-159,471.0,688,0.9854651162790697,<=>
2182,ZMO1_ZMO0492,b2553,65.179,112,39,0,1,112,1,112,2.36e-50,152.0,112,1.0,<=>
2184,ZMO1_ZMO0493,b3870,61.752,468,178,1,4,470,2,469,0.0,600.0,470,0.9957446808510638,<=>
2186,ZMO1_ZMO0494,b2182,29.306,389,266,5,24,408,11,394,1.58e-41,148.0,416,0.9350961538461539,<=>
2206,ZMO1_ZMO0496,b4220,22.924,554,380,16,147,687,55,574,4.28e-15,75.5,690,0.8028985507246377,<=>
2208,ZMO1_ZMO0497,b3385,34.348,230,130,4,9,217,10,239,6.01e-28,103.0,233,0.9871244635193133,<=>
2211,ZMO1_ZMO0498,b3730,43.197,463,234,8,4,446,3,456,8e-119,352.0,450,1.028888888888889,<=>
2227,ZMO1_ZMO0506,b0191,44.615,130,72,0,5,134,3,132,1.66e-33,111.0,139,0.935251798561151,<=>
2228,ZMO1_ZMO0507,b1832,44.079,152,84,1,10,161,2,152,8.260000000000001e-47,147.0,161,0.9440993788819876,<=>
2235,ZMO1_ZMO0510,b0727,28.082,438,276,5,2,438,3,402,1.76e-56,189.0,440,0.9954545454545455,<=>
2237,ZMO1_ZMO0511,b1253,43.089,123,67,2,16,135,8,130,3.59e-29,100.0,149,0.825503355704698,<=>
2238,ZMO1_ZMO0512,b0116,36.726,452,276,6,7,456,9,452,1.03e-95,294.0,466,0.9699570815450643,<=>
2246,ZMO1_ZMO2002,b3342,78.049,123,27,0,1,123,1,123,1.91e-67,196.0,123,1.0,<=>
2247,ZMO1_ZMO0514,b3341,61.538,156,60,0,1,156,1,156,1.6e-68,202.0,156,1.0,<=>
2248,ZMO1_ZMO0515,b3340,61.007,695,258,5,1,682,1,695,0.0,852.0,690,1.0072463768115942,<=>
2258,ZMO1_ZMO0516,b3980,75.758,396,93,2,1,396,1,393,0.0,582.0,397,0.9974811083123426,<=>
2267,ZMO1_ZMO2003,b3321,66.019,103,35,0,21,123,1,103,7.139999999999999e-48,146.0,123,0.8373983739837398,<=>
2268,ZMO1_ZMO0517,b3320,52.427,206,98,0,4,209,3,208,5.029999999999999e-68,206.0,242,0.8512396694214877,<=>
2269,ZMO1_ZMO0518,b3319,34.536,194,124,3,13,205,9,200,8.51e-27,99.0,207,0.9371980676328503,<=>
2270,ZMO1_ZMO0519,b3318,51.613,93,44,1,11,102,6,98,5.35e-24,85.1,103,0.9029126213592233,<=>
2271,ZMO1_ZMO0520,b3317,56.618,272,117,1,1,272,1,271,1.39e-104,302.0,278,0.9784172661870504,<=>
2272,ZMO1_ZMO2004,b3316,63.855,83,30,0,1,83,1,83,1.92e-37,118.0,91,0.9120879120879121,<=>
2273,ZMO1_ZMO0521,b3315,46.789,109,58,0,14,122,2,110,1.1099999999999999e-23,85.5,126,0.8650793650793651,<=>
2274,ZMO1_ZMO0522,b3314,60.096,208,83,0,1,208,1,208,1.23e-94,274.0,231,0.9004329004329005,<=>
2275,ZMO1_ZMO0523,b3313,61.194,134,51,1,1,134,1,133,1.12e-56,170.0,143,0.9370629370629371,<=>
2277,ZMO1_ZMO0525,b3311,55.844,77,31,1,4,77,6,82,7.13e-25,85.9,83,0.927710843373494,<=>
2278,ZMO1_ZMO0526,b3310,72.358,123,34,0,1,123,1,123,6.119999999999999e-61,180.0,123,1.0,<=>
2279,ZMO1_ZMO0527,b3309,52.885,104,47,2,1,103,1,103,2.9200000000000002e-27,93.6,105,0.9904761904761905,<=>
2280,ZMO1_ZMO0528,b3308,58.286,175,73,0,8,182,3,177,7.25e-75,220.0,192,0.9114583333333334,<=>
2281,ZMO1_ZMO0529,b3307,46.535,101,54,0,1,101,1,101,4.3200000000000004e-26,90.1,101,1.0,<=>
2282,ZMO1_ZMO0530,b3306,46.154,130,69,1,1,130,1,129,7.42e-39,124.0,131,0.9923664122137404,<=>
2283,ZMO1_ZMO0531,b3305,44.633,177,98,0,1,177,1,177,7.6e-53,163.0,177,1.0,<=>
2286,ZMO1_ZMO0534,b3302,50.0,56,28,0,3,58,4,59,3.34e-14,57.0,58,0.9655172413793104,<=>
2287,ZMO1_ZMO0536,b3301,43.333,150,77,3,3,151,1,143,2.08e-28,99.8,163,0.9202453987730062,<=>
2288,ZMO1_ZMO0537,b3300,50.446,448,213,4,5,452,2,440,2.79e-140,407.0,462,0.9696969696969697,<=>
2289,ZMO1_ZMO0538,b0474,46.33,218,107,4,1,213,1,213,1.88e-57,178.0,223,0.9775784753363229,<=>
2290,ZMO1_ZMO0539,b3298,59.829,117,46,1,1,117,1,116,3.2200000000000003e-47,145.0,122,0.9590163934426229,<=>
