,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
104,b0084,ZCP4_0483,29.655,580,364,12,1,566,1,550,4.2100000000000004e-58,200.0,588,0.9863945578231292,<=>
106,b0085,ZCP4_0482,37.298,496,265,13,10,489,17,482,1.69e-71,231.0,495,1.002020202020202,<=>
110,b0086,ZCP4_0481,31.532,444,286,11,20,450,20,458,4.89e-55,186.0,452,0.9823008849557522,<=>
114,b0087,ZCP4_0480,52.679,336,148,4,16,347,15,343,6.690000000000001e-116,337.0,360,0.9333333333333333,<=>
115,b0088,ZCP4_0479,34.273,461,249,16,4,437,7,440,6.11e-65,211.0,438,1.052511415525114,<=>
121,b0090,ZCP4_0477,33.243,367,225,10,1,352,1,362,2.45e-46,158.0,355,1.0338028169014084,<=>
122,b0091,ZCP4_0476,45.336,461,239,6,22,476,11,464,3.63e-123,364.0,491,0.9389002036659878,<=>
125,b0092,ZCP4_0474,36.593,317,177,6,1,305,1,305,8.479999999999999e-54,174.0,306,1.0359477124183007,<=>
128,b0094,ZCP4_0472,30.607,428,281,5,1,420,1,420,3.22e-60,197.0,420,1.019047619047619,<=>
130,b0098,ZCP4_0390,50.588,935,409,9,1,898,1,919,0.0,905.0,901,1.0377358490566038,<=>
133,b0103,ZCP4_1180,29.891,184,126,3,4,186,3,184,7.74e-18,74.3,206,0.8932038834951457,<=>
136,b0109,ZCP4_1312,41.071,280,157,6,21,296,46,321,4.37e-56,180.0,297,0.9427609427609428,<=>
146,b0116,ZCP4_0771,36.947,452,275,6,9,452,7,456,1.04e-96,295.0,474,0.9535864978902954,<=>
151,b0127,ZCP4_1096,41.234,308,166,6,4,299,5,309,8.730000000000001e-77,233.0,308,1.0,<=>
181,b0128,ZCP4_0868,33.333,255,163,5,6,256,22,273,2.65e-38,131.0,256,0.99609375,<=>
183,b0133,ZCP4_1237,44.718,284,149,4,1,280,1,280,2e-74,225.0,283,1.0035335689045937,<=>
184,b0134,ZCP4_1238,39.453,256,151,4,11,264,17,270,3.8000000000000005e-58,182.0,264,0.9696969696969697,<=>
185,b0142,ZCP4_1513,31.169,154,77,5,6,133,5,155,1.78e-13,60.8,159,0.9685534591194969,<=>
189,b0145,ZCP4_0329,39.716,141,84,1,8,147,16,156,5.8699999999999996e-30,103.0,151,0.9337748344370861,<=>
190,b0148,ZCP4_0715,36.506,830,499,11,1,807,8,832,2.8200000000000004e-156,473.0,809,1.0259579728059331,<=>
195,b0150,ZCP4_1529,34.156,729,423,18,38,739,53,751,4.18e-125,387.0,747,0.9759036144578314,<=>
206,b0151,ZCP4_1018,36.406,217,137,1,31,247,25,240,6.199999999999999e-42,140.0,265,0.8188679245283019,<=>
247,b0156,ZCP4_1729,39.423,104,62,1,11,114,13,115,4.2999999999999996e-24,85.1,114,0.9122807017543859,<=>
251,b0160,ZCP4_1661,28.571,497,270,15,13,493,9,436,9.36e-42,151.0,505,0.9841584158415841,<=>
253,b0161,ZCP4_1013,33.676,487,243,12,38,474,48,504,1.1e-72,235.0,474,1.0274261603375527,<=>
257,b0166,ZCP4_0845,64.26,277,88,5,1,271,1,272,2.33e-119,339.0,274,1.010948905109489,<=>
258,b0167,ZCP4_0536,32.5,840,515,17,69,871,80,904,6.27e-119,380.0,890,0.9438202247191011,<=>
259,b0168,ZCP4_0008,52.016,248,117,2,2,249,18,263,1.45e-90,265.0,264,0.9393939393939394,<=>
260,b0169,ZCP4_0175,56.17,235,102,1,1,235,3,236,9.159999999999999e-95,274.0,241,0.975103734439834,<=>
261,b0170,ZCP4_0176,44.295,298,139,8,1,272,1,297,1.3e-58,186.0,283,1.0530035335689045,<=>
262,b0171,ZCP4_0177,45.957,235,127,0,6,240,4,238,3.88e-72,216.0,241,0.975103734439834,<=>
263,b0172,ZCP4_0178,48.876,178,91,0,6,183,6,183,9.84e-54,165.0,185,0.9621621621621622,<=>
264,b0173,ZCP4_0181,51.169,385,175,4,2,386,5,376,1.69e-132,382.0,398,0.9673366834170855,<=>
265,b0174,ZCP4_0179,48.347,242,123,1,4,245,8,247,4.99e-77,229.0,253,0.9565217391304348,<=>
272,b0180,ZCP4_0185,49.624,133,67,0,8,140,14,146,4.100000000000001e-43,136.0,151,0.8807947019867549,<=>
273,b0183,ZCP4_0315,43.548,186,100,2,11,192,25,209,3.79e-45,145.0,198,0.9393939393939394,<=>
274,b0184,ZCP4_1616,42.326,1075,563,16,6,1050,6,1053,0.0,788.0,1160,0.9267241379310345,<=>
275,b0185,ZCP4_0684,47.619,315,161,1,3,317,2,312,1.18e-99,292.0,319,0.987460815047022,<=>
277,b0191,ZCP4_0777,45.385,130,71,0,3,132,5,134,1.4299999999999998e-34,113.0,140,0.9285714285714286,<=>
321,b0208,ZCP4_0812,35.473,296,184,3,6,297,8,300,9.49e-54,174.0,304,0.9736842105263158,<=>
336,b0212,ZCP4_0541,39.844,256,132,7,1,251,3,241,1.88e-57,179.0,251,1.0199203187250996,<=>
338,b0214,ZCP4_1557,62.143,140,53,0,3,142,9,148,5.23e-61,182.0,155,0.9032258064516129,<=>
339,b0215,ZCP4_1181,40.329,243,126,6,7,242,2,232,1.9900000000000002e-59,184.0,243,1.0,<=>
344,b0225,ZCP4_1789,50.602,83,40,1,9,91,7,88,2.02e-25,87.0,92,0.9021739130434783,<=>
347,b0226,ZCP4_1788,43.023,86,48,1,1,86,1,85,9.27e-15,59.7,86,1.0,<=>
353,b0242,ZCP4_1039,40.608,362,209,6,7,365,37,395,1.9700000000000002e-79,245.0,367,0.9863760217983651,<=>
354,b0243,ZCP4_1499,42.067,416,237,1,1,416,14,425,2.35e-108,322.0,417,0.9976019184652278,<=>
407,b4506,ZCP4_0089,51.22,41,20,0,1,41,1,41,6.44e-11,47.0,46,0.8913043478260869,<=>
413,b0306,ZCP4_1195,32.794,247,150,4,1,236,1,242,8.940000000000001e-37,126.0,239,1.0334728033472804,<=>
414,b0307,ZCP4_1196,38.182,440,251,6,38,471,55,479,4.46e-106,320.0,475,0.9263157894736842,<=>
455,b0339,ZCP4_0198,34.928,209,126,4,1,202,4,209,1.97e-34,118.0,219,0.954337899543379,<=>
456,b0341,ZCP4_1173,36.927,371,228,4,6,375,15,380,7.05e-63,202.0,384,0.9661458333333334,<=>
458,b0342,ZCP4_1372,47.283,184,97,0,7,190,8,191,1.6300000000000002e-56,174.0,203,0.9064039408866995,<=>
462,b0349,ZCP4_1172,23.077,273,183,8,25,287,10,265,1.51e-08,50.4,288,0.9479166666666666,<=>
470,b0356,ZCP4_1441,65.312,369,128,0,1,369,1,369,0.0,507.0,369,1.0,<=>
509,b0369,ZCP4_1303,44.481,308,160,4,20,319,1,305,1.5e-79,241.0,324,0.9506172839506173,<=>
517,b0386,ZCP4_0951,32.463,268,174,3,5,268,4,268,1.81e-40,137.0,269,0.9962825278810409,<=>
521,b0394,ZCP4_1444,25.733,307,192,14,5,298,11,294,3.37e-05,40.4,302,1.0165562913907285,<=>
524,b0399,ZCP4_0168,49.115,226,115,0,2,227,3,228,1.36e-76,227.0,229,0.9868995633187773,<=>
549,b0405,ZCP4_0459,45.087,346,180,6,1,343,1,339,9.45e-92,274.0,356,0.9719101123595506,<=>
550,b0406,ZCP4_0908,56.831,366,155,1,2,364,24,389,3.21e-152,431.0,375,0.976,<=>
552,b0408,ZCP4_1287,36.346,509,285,8,121,615,44,527,1.42e-97,304.0,615,0.8276422764227642,<=>
553,b0409,ZCP4_1288,36.806,288,174,3,19,302,15,298,3.5299999999999998e-68,211.0,323,0.891640866873065,<=>
555,b0413,ZCP4_0132,45.205,146,79,1,1,146,1,145,9.33e-42,132.0,149,0.9798657718120806,<=>
556,b0414,ZCP4_0807,35.18,361,180,9,2,359,6,315,3.66e-57,185.0,367,0.9836512261580381,<=>
557,b0415,ZCP4_0810,40.141,142,80,2,13,154,2,138,3.83e-27,95.5,156,0.9102564102564102,<=>
558,b0416,ZCP4_1604,31.915,141,86,3,5,135,12,152,3.89e-14,61.6,139,1.014388489208633,<=>
559,b0417,ZCP4_1603,30.565,301,199,7,27,321,24,320,5.43e-31,115.0,325,0.9261538461538461,<=>
560,b0419,ZCP4_1226,36.111,324,183,5,1,312,1,312,4.11e-56,181.0,324,1.0,<=>
566,b0420,ZCP4_0096,50.958,626,291,7,7,619,6,628,0.0,620.0,620,1.0096774193548388,<=>
569,b0421,ZCP4_0456,44.702,302,150,7,6,298,4,297,2.58e-72,221.0,299,1.0100334448160535,<=>
571,b0422,ZCP4_0455,41.892,74,41,2,4,75,5,78,1.24e-12,53.9,80,0.925,<=>
579,b0436,ZCP4_0368,32.251,431,279,7,4,423,3,431,1.3499999999999999e-62,206.0,432,0.9976851851851852,<=>
580,b0437,ZCP4_0366,65.104,192,67,0,15,206,11,202,1.93e-96,275.0,207,0.927536231884058,<=>
581,b0438,ZCP4_0365,69.031,423,128,3,1,423,1,420,0.0,591.0,424,0.9976415094339622,<=>
589,b0439,ZCP4_0895,59.038,769,306,2,11,771,5,772,0.0,941.0,784,0.9808673469387755,<=>
595,b0441,ZCP4_0815,23.585,530,357,20,6,513,7,510,4.5e-18,84.0,623,0.8507223113964687,<=>
596,b0444,ZCP4_0295,44.934,227,103,5,5,213,27,249,1.93e-64,197.0,231,0.9826839826839827,<=>
598,b0447,ZCP4_0822,46.667,150,79,1,2,151,5,153,1.59e-50,155.0,152,0.9868421052631579,<=>
662,b0451,ZCP4_0924,50.827,423,200,3,12,427,24,445,1.46e-130,380.0,428,0.9883177570093458,<=>
668,b0462,ZCP4_0971,57.771,1023,425,4,1,1019,1,1020,0.0,1194.0,1049,0.9752144899904671,<=>
675,b0463,ZCP4_0972,49.337,377,185,3,5,379,3,375,4.7200000000000003e-125,362.0,397,0.9496221662468514,<=>
688,b0471,ZCP4_0449,38.889,90,54,1,21,109,21,110,1.01e-16,66.2,109,0.8256880733944955,<=>
689,b0472,ZCP4_0494,40.704,199,116,2,1,199,1,197,7.43e-53,164.0,201,0.9900497512437811,<=>
690,b0474,ZCP4_0743,46.33,218,107,4,1,213,1,213,8.440000000000001e-58,178.0,214,1.0186915887850467,<=>
691,b0475,ZCP4_0956,42.812,313,175,2,5,316,13,322,1.3e-88,265.0,320,0.978125,<=>
694,b0481,ZCP4_1114,40.645,155,89,2,2,156,5,156,6.18e-33,110.0,159,0.9748427672955975,<=>
696,b0484,ZCP4_0400,42.287,726,388,14,103,815,9,716,2.4400000000000002e-173,514.0,834,0.8705035971223022,<=>
733,b0492,ZCP4_1457,25.175,286,197,6,15,284,19,303,2.62e-16,73.6,284,1.0070422535211268,<=>
747,b0495,ZCP4_0821,45.74,223,121,0,5,227,9,231,1.17e-69,209.0,228,0.9780701754385965,<=>
793,b0512,ZCP4_1473,32.723,437,265,12,1,429,1,416,9.23e-61,201.0,453,0.9646799116997793,<=>
796,b0522,ZCP4_1710,35.447,347,191,9,3,318,10,354,2.3099999999999997e-48,163.0,355,0.9774647887323944,<=>
797,b0523,ZCP4_1711,58.71,155,64,0,10,164,17,171,1.15e-53,164.0,169,0.9171597633136095,<=>
798,b0525,ZCP4_0531,37.226,137,75,3,1,136,8,134,2.35e-25,91.7,164,0.8353658536585366,<=>
800,b0526,ZCP4_1061,32.227,512,281,13,4,459,10,511,5.63e-70,227.0,461,1.1106290672451193,<=>
801,b0529,ZCP4_0401,52.797,286,125,1,3,278,4,289,3.34e-93,274.0,288,0.9930555555555556,<=>
816,b0567,ZCP4_1926,30.769,273,165,9,20,287,22,275,4.68e-30,111.0,296,0.9222972972972973,<=>
818,b0569,ZCP4_1924,48.88,714,356,6,15,726,20,726,0.0,681.0,745,0.9583892617449664,<=>
839,b0572,ZCP4_0970,33.191,467,283,9,15,457,32,493,7.39e-70,226.0,457,1.0218818380743981,<=>
872,b0588,ZCP4_1334,37.445,227,137,3,19,243,15,238,3.57e-39,133.0,271,0.8376383763837638,<=>
940,b0605,ZCP4_1432,37.952,166,96,2,14,179,20,178,4.51e-36,120.0,187,0.8877005347593583,<=>
948,b0616,ZCP4_0796,30.605,281,166,8,18,295,10,264,7.77e-26,99.8,302,0.9304635761589404,<=>
963,b0628,ZCP4_0199,49.495,297,145,2,19,311,1,296,8.85e-102,298.0,321,0.9252336448598131,<=>
966,b0630,ZCP4_0048,30.964,197,131,2,12,203,11,207,8.29e-37,124.0,213,0.9248826291079812,<=>
971,b0635,ZCP4_0912,32.02,609,378,14,17,612,17,602,1.45e-96,306.0,633,0.9620853080568721,<=>
973,b0636,ZCP4_1496,31.25,160,86,6,1,155,1,141,3.73e-18,72.4,155,1.032258064516129,<=>
977,b0642,ZCP4_1697,43.468,865,457,12,1,858,6,845,0.0,708.0,860,1.005813953488372,<=>
1155,b0658,ZCP4_1158,32.997,297,182,7,1,286,1,291,5.5499999999999996e-42,142.0,292,1.0171232876712328,<=>
1158,b0660,ZCP4_1156,47.573,309,159,2,14,321,21,327,1.9599999999999997e-95,284.0,346,0.8930635838150289,<=>
1159,b0661,ZCP4_1155,45.89,438,230,5,3,440,7,437,1.38e-136,397.0,474,0.9240506329113924,<=>
1164,b0677,ZCP4_0354,36.387,382,232,5,3,378,4,380,1.29e-77,240.0,382,1.0,<=>
1167,b0683,ZCP4_1719,42.063,126,72,1,6,131,8,132,4.09e-30,102.0,148,0.8513513513513513,<=>
1169,b0684,ZCP4_1329,44.099,161,84,3,5,164,39,194,7.8e-40,130.0,176,0.9147727272727273,<=>
1198,b0708,ZCP4_1682,34.292,487,271,13,5,469,8,467,1.84e-83,261.0,472,1.0317796610169492,<=>
1202,b0715,ZCP4_1296,45.608,296,157,3,42,336,59,351,1.33e-78,241.0,348,0.8505747126436781,<=>
1204,b0720,ZCP4_1244,60.848,401,152,3,23,421,26,423,0.0,536.0,427,0.9391100702576113,<=>
1206,b0727,ZCP4_0773,28.082,438,276,5,3,402,2,438,1.65e-61,201.0,405,1.0814814814814815,<=>
1208,b0728,ZCP4_1664,51.015,394,184,1,1,385,1,394,5.569999999999999e-138,395.0,388,1.0154639175257731,<=>
1209,b0729,ZCP4_0713,60.41,293,112,1,1,289,1,293,3.97e-122,347.0,289,1.013840830449827,<=>
1212,b0734,ZCP4_1588,29.315,365,222,10,7,370,8,337,4.62e-38,135.0,379,0.9630606860158312,<=>
1219,b0740,ZCP4_1078,28.385,384,261,8,54,430,81,457,3.5899999999999998e-40,145.0,430,0.8930232558139535,<=>
1224,b0750,ZCP4_1311,43.887,319,169,5,29,347,13,321,2.75e-87,262.0,347,0.9193083573487032,<=>
1226,b0752,ZCP4_0445,37.857,280,170,3,16,294,40,316,7.2e-49,162.0,313,0.8945686900958466,<=>
1227,b0755,ZCP4_0092,55.556,225,97,1,6,230,4,225,5.08e-88,256.0,250,0.9,<=>
1228,b0756,ZCP4_0424,36.888,347,205,7,9,343,44,388,4.15e-71,223.0,346,1.0028901734104045,<=>
1327,b0774,ZCP4_1263,48.786,412,202,3,12,421,44,448,1.28e-144,416.0,429,0.9603729603729604,<=>
1330,b0775,ZCP4_1141,51.447,311,150,1,4,313,25,335,1.9999999999999998e-111,324.0,346,0.8988439306358381,<=>
1332,b0776,ZCP4_1264,35.211,355,218,4,35,380,5,356,7.01e-66,210.0,384,0.9244791666666666,<=>
1339,b0779,ZCP4_0909,59.549,665,257,2,2,666,32,684,0.0,818.0,673,0.9881129271916791,<=>
1345,b0786,ZCP4_0005,43.498,223,122,2,12,234,24,242,3.14e-49,157.0,234,0.9529914529914529,<=>
1347,b0790,ZCP4_0925,27.652,264,149,10,1,253,3,235,8.51e-14,65.1,253,1.0434782608695652,<=>
1411,b0797,ZCP4_1714,49.867,375,186,2,1,374,6,379,2.83e-121,357.0,454,0.8259911894273128,<=>
1413,b0799,ZCP4_0422,22.517,755,436,32,16,688,195,882,6.03e-16,77.8,716,1.0544692737430168,<=>
1517,b0826,ZCP4_0141,40.984,244,142,2,4,245,3,246,1.23e-61,190.0,249,0.9799196787148594,<=>
1573,b0835,ZCP4_0498,62.415,439,163,2,1,438,2,439,0.0,564.0,441,0.9954648526077098,<=>
1576,b0837,ZCP4_0720,35.635,362,200,7,33,369,62,415,1.24e-64,207.0,371,0.9757412398921833,<=>
1580,b0839,ZCP4_0237,34.957,349,215,6,44,383,44,389,2.2399999999999998e-60,197.0,400,0.8725,<=>
1584,b0845,ZCP4_0056,25.668,374,259,8,21,389,12,371,1.47e-15,73.6,402,0.9303482587064676,<=>
1586,b0847,ZCP4_1481,29.663,563,366,10,8,554,10,558,8.620000000000001e-57,196.0,561,1.0035650623885919,<=>
1661,b0873,ZCP4_1122,45.471,552,289,7,1,550,1,542,1.6800000000000002e-163,472.0,550,1.0036363636363637,<=>
1701,b0881,ZCP4_1437,54.902,102,42,1,9,106,6,107,4.3100000000000004e-35,112.0,106,0.9622641509433962,<=>
1702,b0882,ZCP4_0869,59.005,744,296,4,6,744,8,747,0.0,900.0,758,0.9815303430079155,<=>
1708,b0884,ZCP4_0304,65.714,70,24,0,1,70,1,70,1.46e-31,101.0,72,0.9722222222222222,<=>
1769,b0888,ZCP4_0189,54.984,311,129,6,7,314,9,311,2.09e-117,337.0,321,0.9688473520249221,<=>
1771,b0889,ZCP4_0221,41.958,143,83,0,12,154,7,149,5.1e-38,124.0,164,0.8719512195121951,<=>
1778,b0891,ZCP4_1461,25.701,214,124,12,5,195,16,217,0.00027,36.6,203,1.0541871921182266,<=>
1779,b0892,ZCP4_1117,45.161,434,221,5,6,433,11,433,1.7900000000000002e-123,363.0,447,0.970917225950783,<=>
1783,b0893,ZCP4_0330,52.336,428,193,3,1,426,1,419,1.29e-155,443.0,430,0.9953488372093023,<=>
1784,b0900,ZCP4_0523,39.456,294,173,3,1,289,1,294,4.590000000000001e-72,221.0,302,0.9735099337748344,<=>
1793,b0902,ZCP4_1591,45.148,237,128,1,5,241,25,259,7.65e-78,232.0,246,0.9634146341463414,<=>
1795,b0903,ZCP4_1590,65.55,746,246,4,12,756,31,766,0.0,1016.0,760,0.9815789473684211,<=>
1796,b0907,ZCP4_1478,23.454,388,231,18,6,354,16,376,0.000115,39.7,362,1.0718232044198894,<=>
1797,b0908,ZCP4_1379,28.018,439,273,14,12,422,18,441,2.57e-35,132.0,427,1.0281030444964872,<=>
1799,b0910,ZCP4_1378,36.073,219,124,2,7,224,2,205,1.61e-42,139.0,227,0.9647577092511013,<=>
1800,b0911,ZCP4_1377,46.763,556,292,3,3,555,10,564,0.0,521.0,557,0.9982046678635548,<=>
1805,b0912,ZCP4_1375,47.826,92,48,0,1,92,1,92,8.33e-29,95.9,94,0.9787234042553191,<=>
1810,b0914,ZCP4_1636,35.343,481,303,5,104,579,114,591,1.41e-91,290.0,582,0.8264604810996563,<=>
1839,b0918,ZCP4_1657,38.017,242,127,8,1,225,1,236,1.2799999999999998e-40,137.0,248,0.9758064516129032,<=>
1844,b0926,ZCP4_0934,41.053,190,97,5,8,182,7,196,1.5e-38,127.0,182,1.043956043956044,<=>
1845,b0927,ZCP4_0527,48.585,212,108,1,1,212,12,222,1.06e-74,221.0,215,0.986046511627907,<=>
1848,b0928,ZCP4_0378,41.667,396,223,2,1,396,20,407,2.2e-109,323.0,396,1.0,<=>
1851,b0932,ZCP4_0011,47.405,867,441,6,5,869,9,862,0.0,786.0,870,0.996551724137931,<=>
1853,b0933,ZCP4_0075,54.783,230,103,1,14,243,8,236,2.4899999999999998e-82,243.0,255,0.9019607843137255,<=>
1884,b0934,ZCP4_0076,48.971,243,123,1,14,256,29,270,2.4499999999999997e-74,224.0,263,0.9239543726235742,<=>
1885,b0936,ZCP4_0077,26.042,288,196,7,29,306,56,336,1.55e-23,95.1,319,0.9028213166144201,<=>
1886,b0945,ZCP4_1120,23.765,324,193,14,45,331,43,349,0.000246,38.1,336,0.9642857142857143,<=>
1888,b0949,ZCP4_1128,38.374,615,327,9,18,625,20,589,2.2600000000000002e-125,379.0,635,0.968503937007874,<=>
1953,b0980,ZCP4_1165,29.343,426,273,15,11,425,11,419,1.72e-35,132.0,432,0.9861111111111112,<=>
1954,b0982,ZCP4_1098,31.343,134,83,5,8,132,6,139,9.08e-15,63.5,148,0.9054054054054054,<=>
1985,b1000,ZCP4_1472,33.974,312,187,8,3,304,1,303,7.22e-41,140.0,306,1.0196078431372548,<=>
1988,b1004,ZCP4_0019,54.545,198,87,3,1,196,1,197,1.83e-60,184.0,198,1.0,<=>
1990,b1009,ZCP4_1673,22.951,244,164,7,15,256,45,266,6.49e-07,45.4,266,0.9172932330827067,<=>
2010,b1033,ZCP4_1299,33.225,307,196,4,8,312,14,313,4.3699999999999995e-54,175.0,312,0.9839743589743589,<=>
2022,b1056,ZCP4_0020,35.326,184,112,3,8,184,14,197,2.98e-31,108.0,191,0.9633507853403142,<=>
2023,b1064,ZCP4_0706,48.372,215,109,2,1,215,3,215,5.93e-68,204.0,215,1.0,<=>
2029,b1069,ZCP4_1521,37.137,517,309,8,2,505,30,543,2.2699999999999998e-91,286.0,511,1.0117416829745598,<=>
2030,b1073,ZCP4_0669,36.8,125,60,2,11,135,10,115,4.47e-20,75.9,138,0.9057971014492754,<=>
2031,b1074,ZCP4_0670,43.077,130,71,2,4,132,5,132,5.83e-28,96.7,134,0.9701492537313433,<=>
2039,b1077,ZCP4_0673,36.364,242,139,6,1,236,1,233,3.29e-43,143.0,251,0.9641434262948207,<=>
2042,b1078,ZCP4_0674,53.696,257,119,0,3,259,4,260,4.11e-92,269.0,260,0.9884615384615385,<=>
2046,b1079,ZCP4_0675,41.146,192,105,2,41,232,45,228,7.029999999999999e-42,138.0,232,0.8275862068965517,<=>
2047,b1080,ZCP4_0676,41.026,351,203,3,16,365,41,388,7.94e-91,274.0,365,0.9616438356164384,<=>
2053,b1086,ZCP4_0838,28.99,307,206,6,7,306,4,305,7.430000000000001e-33,121.0,319,0.9623824451410659,<=>
2056,b1087,ZCP4_1178,33.854,192,116,5,4,186,3,192,6.5499999999999995e-24,90.1,194,0.9896907216494846,<=>
2058,b1089,ZCP4_1282,47.368,57,28,2,1,56,1,56,1.63e-09,44.3,57,1.0,<=>
2059,b1090,ZCP4_1283,41.86,344,180,5,6,340,9,341,2.41e-81,248.0,356,0.9662921348314607,<=>
2060,b1091,ZCP4_1284,51.572,318,147,4,5,317,8,323,6e-109,316.0,317,1.003154574132492,<=>
2061,b1092,ZCP4_0111,44.518,301,162,2,5,301,3,302,5.14e-72,221.0,309,0.9741100323624595,<=>
2062,b1093,ZCP4_0112,57.377,244,104,0,1,244,2,245,2.18e-93,271.0,244,1.0,<=>
2076,b1094,ZCP4_0061,60.256,78,31,0,1,78,1,78,1.3e-29,96.7,78,1.0,<=>
2077,b1095,ZCP4_0062,51.551,419,193,5,4,413,2,419,1.1899999999999998e-146,419.0,413,1.0145278450363195,<=>
2078,b1096,ZCP4_1124,29.876,241,161,4,14,252,19,253,1.5899999999999999e-24,95.5,269,0.895910780669145,<=>
2079,b1097,ZCP4_0063,33.784,296,177,4,37,330,39,317,1.6999999999999998e-48,162.0,340,0.8705882352941177,<=>
2080,b1098,ZCP4_0236,34.694,196,120,4,5,196,12,203,2.4800000000000003e-27,100.0,213,0.92018779342723,<=>
2084,b1100,ZCP4_0233,41.634,257,142,4,2,254,1,253,3.58e-63,195.0,265,0.969811320754717,<=>
2085,b1102,ZCP4_1058,27.497,731,426,24,44,721,101,780,1.57e-64,225.0,729,1.0027434842249656,<=>
2092,b1103,ZCP4_1649,39.286,112,68,0,3,114,11,122,2.5699999999999998e-23,84.0,119,0.9411764705882353,<=>
2093,b1107,ZCP4_0162,30.0,340,214,11,1,326,1,330,2.3800000000000003e-37,133.0,341,0.9970674486803519,<=>
2094,b1109,ZCP4_0217,46.462,424,218,4,18,434,20,441,1.35e-137,398.0,434,0.9769585253456221,<=>
2098,b1114,ZCP4_1515,39.142,1142,654,18,35,1148,38,1166,0.0,758.0,1148,0.9947735191637631,<=>
2103,b1116,ZCP4_0820,31.159,414,255,10,9,399,10,416,7.070000000000001e-47,162.0,399,1.037593984962406,<=>
2188,b1133,ZCP4_0533,37.701,374,200,9,3,365,11,362,7.45e-75,232.0,368,1.016304347826087,<=>
2192,b1136,ZCP4_0736,53.571,420,178,3,12,416,3,420,2.98e-162,459.0,416,1.0096153846153846,<=>
2195,b1158,ZCP4_1679,49.162,179,87,2,1,175,1,179,8.27e-47,148.0,184,0.9728260869565217,<=>
2203,b1175,ZCP4_1230,26.07,257,150,10,5,239,4,242,1.18e-09,53.5,270,0.9518518518518518,<=>
2208,b1181,ZCP4_1186,48.201,139,72,0,11,149,5,143,8.26e-45,140.0,153,0.9084967320261438,<=>
2212,b1195,ZCP4_0055,40.476,84,47,2,1,84,1,81,1.11e-10,48.9,84,1.0,<=>
2220,b1203,ZCP4_1269,57.88,368,148,4,1,363,1,366,1.01e-146,416.0,363,1.0137741046831956,<=>
2224,b1204,ZCP4_1270,44.586,157,82,3,3,158,1,153,2.5e-39,129.0,194,0.8092783505154639,<=>
2225,b1206,ZCP4_0734,26.693,502,315,10,30,527,16,468,1.12e-43,158.0,559,0.8980322003577818,<=>
