Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX14563847	SRR18429995	2022-03-23 02:10:32	2022-03-22 11:25:59	22717430	6860663860	22717430	302	2560		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18429/SRR18429995/SRR18429995.lite.1	ZM401_20a	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP365253	PRJNA818530		818530	SRS12340843	SAMN26866762	simple	542	Zymomonas mobilis	ZM401							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1389693		public	30B55866714B238684ECCFC1ACE432C5	63BB7B601B205521F9B24BD0E677FCA0		
SRX14563848	SRR18429994	2022-03-23 03:10:40	2022-03-22 11:27:04	24522616	7405830032	24522616	302	2697		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18429/SRR18429994/SRR18429994.lite.1	ZM401_0401	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP365253	PRJNA818530		818530	SRS12340843	SAMN26866762	simple	542	Zymomonas mobilis	ZM401							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1389693		public	5F27CC244474961203A6E6A876BCDD2D	8537D344737570667F75770761B063CC		
SRX14563849	SRR18429993	2022-03-23 02:10:32	2022-03-22 11:39:55	23937958	7229263316	23937958	302	2660		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18429/SRR18429993/SRR18429993.lite.1	ZM401_deta0401	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP365253	PRJNA818530		818530	SRS12340843	SAMN26866762	simple	542	Zymomonas mobilis	ZM401							no					SHANGHAI JIAO TONG UNIVERSITY	SRA1389693		public	18D530513FD850CAD52C27150021C9B4	95A0C2ADB072730CD3BAD4CFAD2FDD8C		
SRX14570260	SRR18437115	2022-03-25 00:00:37	2022-03-22 19:46:14	12123015	3636904500	12123015	300	1146		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18437/SRR18437115/SRR18437115.lite.1	GSM5966446	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347205	SAMN26876035	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966446							no					CHANGZHOU UNIVERSITY	SRA1390007		public	F0B966F716D4C4F82A0854F2C8B0240A	AD59852F9FC1746FA86EA4EC96270E41		
SRX14570261	SRR18437114	2022-03-25 00:00:38	2022-03-22 19:42:09	9353209	2805962700	9353209	300	874		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437114/SRR18437114.lite.1	GSM5966447	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347206	SAMN26876034	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966447							no					CHANGZHOU UNIVERSITY	SRA1390007		public	FA7F28595170653C0B6A403C3644CE4B	7D70619922B097A60D4BA51FAA368D7A		
SRX14570262	SRR18437113	2022-03-25 00:00:38	2022-03-22 19:44:32	10699063	3209718900	10699063	300	1007		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18437/SRR18437113/SRR18437113.lite.1	GSM5966448	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347207	SAMN26876033	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966448							no					CHANGZHOU UNIVERSITY	SRA1390007		public	A09F404BBAEF92618509ADD164E3B121	B9D210EB31F2871496B834AEBA2B4BD4		
SRX14570263	SRR18437112	2022-03-25 00:00:38	2022-03-22 19:45:32	12041731	3612519300	12041731	300	1123		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR018/18437/SRR18437112/SRR18437112.lite.1	GSM5966449	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347208	SAMN26876032	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966449							no					CHANGZHOU UNIVERSITY	SRA1390007		public	B4E2A6BF99C14B1A41F9620730A88655	4D57897FCBC4C4C64B43485BA2F99990		
SRX14570264	SRR18437111	2022-03-25 00:00:38	2022-03-22 20:14:08	12712607	3813782100	12712607	300	1188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437111/SRR18437111.lite.1	GSM5966450	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347209	SAMN26876031	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966450							no					CHANGZHOU UNIVERSITY	SRA1390007		public	72D27E1E39158903305C6D7CD401D316	04520575593919C1F37CE9489C67A8BF		
SRX14570265	SRR18437110	2022-03-25 00:00:38	2022-03-22 19:53:28	13787707	4136312100	13787707	300	1289		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18437/SRR18437110/SRR18437110.lite.1	GSM5966451	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347210	SAMN26876030	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966451							no					CHANGZHOU UNIVERSITY	SRA1390007		public	ACE56100244531E60D9D0D97FC726392	84A214A5555309F40861E92A7CBE7DFE		
SRX14570266	SRR18437109	2022-03-25 00:00:38	2022-03-22 20:09:38	14187455	4256236500	14187455	300	1325		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437109/SRR18437109.lite.1	GSM5966452	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347211	SAMN26876029	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966452							no					CHANGZHOU UNIVERSITY	SRA1390007		public	DD6C1D5CF3AFFB3BD16BF0B8DE5DC11D	2726DC22D1612BD203A27EA5E4296785		
SRX14570267	SRR18437108	2022-03-25 00:00:38	2022-03-22 20:23:56	13669394	4100818200	13669394	300	1267		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437108/SRR18437108.lite.1	GSM5966453	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347212	SAMN26876028	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966453							no					CHANGZHOU UNIVERSITY	SRA1390007		public	09FA58BE6F4B3A6F14AD65A447BF449E	44DBD0D0A0F1B30A73C37BEFD2769490		
SRX14570268	SRR18437107	2022-03-25 00:00:38	2022-03-22 19:44:58	11117167	3335150100	11117167	300	1050		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437107/SRR18437107.lite.1	GSM5966454	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347213	SAMN26876027	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966454							no					CHANGZHOU UNIVERSITY	SRA1390007		public	CB892513D4D4D83EF46F1E67E81E3523	9407F85B00EE1B47EB31112560479236		
SRX14570269	SRR18437106	2022-03-25 00:00:38	2022-03-22 19:43:20	8346938	2504081400	8346938	300	788		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18437/SRR18437106/SRR18437106.lite.1	GSM5966455	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347214	SAMN26876026	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966455							no					CHANGZHOU UNIVERSITY	SRA1390007		public	6AD7D76390DA12DA5DC40BE37D89DFED	30AEB59C40AEF83A86E5327D624009EA		
SRX14570270	SRR18437105	2022-03-25 00:00:38	2022-03-22 19:43:19	10824161	3247248300	10824161	300	1023		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18437/SRR18437105/SRR18437105.lite.1	GSM5966456	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347216	SAMN26876025	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966456							no					CHANGZHOU UNIVERSITY	SRA1390007		public	983DEB83D4ACCC9BE848F34CFC84C28B	942F30C0C643F3EA4A86876451F7019D		
SRX14570271	SRR18437104	2022-03-25 00:00:38	2022-03-22 19:59:41	9455497	2836649100	9455497	300	886		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437104/SRR18437104.lite.1	GSM5966457	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347215	SAMN26876024	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966457							no					CHANGZHOU UNIVERSITY	SRA1390007		public	D92721C7911C3FD650E424F0F2B06914	6B505445B3F6AE454F07E8EF9CA7A125		
SRX14570272	SRR18437103	2022-03-25 00:00:38	2022-03-22 19:42:22	10055568	3016670400	10055568	300	954		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18437/SRR18437103/SRR18437103.lite.1	GSM5966458	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347217	SAMN26876023	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966458							no					CHANGZHOU UNIVERSITY	SRA1390007		public	F69190465C4209487A1BDCBAE45D5CE8	3BD1BBB7488D2B24B4464F1F582C70B9		
SRX14570273	SRR18437102	2022-03-25 00:00:38	2022-03-22 19:43:46	10091692	3027507600	10091692	300	961		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18437/SRR18437102/SRR18437102.lite.1	GSM5966459	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347218	SAMN26876022	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966459							no					CHANGZHOU UNIVERSITY	SRA1390007		public	BE8E2E7567873B0F1979F3C82873729B	1783EE418C237D5E4E86EA1C8612D8F6		
SRX14570274	SRR18437101	2022-03-25 00:00:38	2022-03-22 21:32:34	11326591	3397977300	11326591	300	1068		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437101/SRR18437101.lite.1	GSM5966460	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347219	SAMN26876021	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966460							no					CHANGZHOU UNIVERSITY	SRA1390007		public	499A6F839C8E2801C27E7082956D9CFB	7EF9DF19FD85FD9E1E68DBE09B370824		
SRX14570275	SRR18437100	2022-03-25 00:00:38	2022-03-22 20:06:16	11539321	3461796300	11539321	300	1091		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437100/SRR18437100.lite.1	GSM5966461	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347220	SAMN26876020	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966461							no					CHANGZHOU UNIVERSITY	SRA1390007		public	CE03A4C4A78D3E416A664466CF076BFF	CC813F4DBF6B63FDAE5B99030E8C8BFD		
SRX14570276	SRR18437099	2022-03-25 00:00:38	2022-03-22 20:05:43	10613454	3184036200	10613454	300	1003		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437099/SRR18437099.lite.1	GSM5966462	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347221	SAMN26876019	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966462							no					CHANGZHOU UNIVERSITY	SRA1390007		public	3C8277BEC2751145BF63E878ACC442A9	B3B784DD58CB0262C9CDD8A9861F130C		
SRX14570277	SRR18437098	2022-03-25 00:00:38	2022-03-22 21:44:09	13980920	4194276000	13980920	300	1304		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18437/SRR18437098/SRR18437098.lite.1	GSM5966463	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP365338	PRJNA818710		818710	SRS12347222	SAMN26876018	simple	264203	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	GSM5966463							no					CHANGZHOU UNIVERSITY	SRA1390007		public	7B4E3101DFF788F748D3F45DD255C740	83E1397FED8CFDFD751F0F7F31F44524		
SRX14953908	SRR18856082	2022-04-24 00:00:17	2022-04-21 12:44:16	40683603	8136720600	40683603	200	3209		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18856/SRR18856082/SRR18856082.lite.1	GSM6053149	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP371519	PRJNA830472	3.0	830472	SRS12704068	SAMN27723630	simple	542	Zymomonas mobilis	GSM6053149							no					GREAT LAKES BIOENERGY RESEARCH CENTER, UNIVERSITY OF WISCONSIN - MADISON	SRA1407859		public	AD1097FA80C01C9A6F11CAAF3F474BDF	D94E647941B2CF1D1BF8492CC748D6F5		
SRX14953909	SRR18856081	2022-04-24 00:00:17	2022-04-21 12:38:35	32706613	6541322600	32706613	200	2599		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18856/SRR18856081/SRR18856081.lite.1	GSM6053150	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP371519	PRJNA830472	3.0	830472	SRS12704069	SAMN27723629	simple	542	Zymomonas mobilis	GSM6053150							no					GREAT LAKES BIOENERGY RESEARCH CENTER, UNIVERSITY OF WISCONSIN - MADISON	SRA1407859		public	DFE558CC4A2B6258E8B94F0739B318D8	87D7F0EEF4CDBA3A1B94339AC29FF4E2		
SRX14953910	SRR18856080	2022-04-24 00:00:17	2022-04-21 12:39:01	33120928	6624185600	33120928	200	2602		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18856/SRR18856080/SRR18856080.lite.1	GSM6053151	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP371519	PRJNA830472	3.0	830472	SRS12704070	SAMN27723628	simple	542	Zymomonas mobilis	GSM6053151							no					GREAT LAKES BIOENERGY RESEARCH CENTER, UNIVERSITY OF WISCONSIN - MADISON	SRA1407859		public	6192E7949B8B5F4B535CB76B63A42DDC	A6E0C96F4CCAB7968CED8BB625D38574		
